,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster_label,artist_name
0,021sXp6RH5MQCCp2hmal6q,0.6324951644100579,0.5247168413252884,0.8181818181818182,0.7196536722681907,1.0,0.0226140283633576,0.2696127169721813,3.6797454931071045e-05,0.14333125907488073,0.7392507449978715,0.2707870475657331,2,Jom
1,060TqET6tyyfAQLXDyIDD8,0.709864603481625,0.6242193288874774,0.9090909090909094,0.7039580312206775,1.0,0.0776159448064392,0.06196542328493369,0.0,0.1122173822858328,0.35717326521924214,0.7371434902530192,2,Raf Davis
2,09Xydf4dlkr29dH99DmsvQ,0.3617021276595764,0.5511802688684264,0.09090909090909167,0.9364497142369702,1.0,0.054618627826752864,0.19315344216485983,0.0,0.06907280647168718,0.33056619838228773,0.29815323431823854,2,Janine Teñoso
3,0AvtzKTYleNqdJXoZasQWG,0.4777562862669243,0.7713559860273139,0.6363636363636362,0.8253859933464106,1.0,0.014756611728631547,0.045566920924942564,0.004602332979851486,0.07394731383530358,0.6509152830991909,0.6734309489238394,2,Stephen Speaks
4,0WleeEe3UurwlNbDGhb5Yz,0.8752548580267583,0.5349178369692802,0.19917288235728633,0.6833689707022,1.0,0.1466077400636878,0.4642653010401008,6.866305489245187e-05,0.07039739994820272,0.5738598342312772,0.3865333029273111,2,ALLMO$T
5,0XOSmu9Qn1agQULUVe0dAK,0.7607754866551765,0.9035677384120564,0.0016090104585679808,0.9447776438270061,1.0,0.018258360270947793,0.22826924266075807,0.0,0.06815384573023937,0.9807134084547421,0.3649524954695384,2,Inigo Pascual
6,0a4r2EnsevvHCukoJ1xFwJ,0.36397769939697416,0.49507780247697536,0.0,0.6772583809605067,1.0,0.02510540436949019,0.051200762226534725,0.01717921527041354,0.0811035054967846,0.07726692209450856,0.881595904110469,2,juan karlos
7,0du5cEVh5yTK9QJze8zA0C,0.5494367959950026,0.5649412511908601,0.18181818181818435,0.8035059285165964,1.0,0.04254503641241938,0.19717761452313934,0.0,0.060360920970751984,0.27628778203490584,0.7965058983375003,2,Bruno Mars
8,0iqkVK6sTXi7DZWWOeKy8Q,0.6393218796222475,0.7470096326876355,0.0909090909090919,0.8006056470186882,1.0,0.04446147949405959,0.017598923034896588,0.0,0.08525202240199034,0.4529587058322641,0.5792033308258808,2,PDL
9,0jKQrxK2zHqxyOAyIMrUQt,0.5600600073823594,0.3623579277606593,0.7513293066956149,0.7402499142253246,1.0,0.029910768407703157,0.1016782458499453,2.1245038759549678e-05,0.08460948521522613,0.2475448974988845,0.5526672385557546,2,SUD
