,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Cluster_Labels,date,position,track_name,artist,streams,artist_id
6360,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-01-21,138,214,Rivermaya,28658,1ZTdxfZTeztyAgKUJVLxAI
6361,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-01-22,190,214,Rivermaya,24851,1ZTdxfZTeztyAgKUJVLxAI
6362,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-01-26,196,214,Rivermaya,22242,1ZTdxfZTeztyAgKUJVLxAI
6363,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-01-27,156,214,Rivermaya,24042,1ZTdxfZTeztyAgKUJVLxAI
6364,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-01-28,165,214,Rivermaya,25408,1ZTdxfZTeztyAgKUJVLxAI
6365,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-01-29,179,214,Rivermaya,25224,1ZTdxfZTeztyAgKUJVLxAI
6366,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-01-30,183,214,Rivermaya,25057,1ZTdxfZTeztyAgKUJVLxAI
6367,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-01-31,186,214,Rivermaya,24667,1ZTdxfZTeztyAgKUJVLxAI
6368,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-01,137,214,Rivermaya,28885,1ZTdxfZTeztyAgKUJVLxAI
6369,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-02,107,214,Rivermaya,33287,1ZTdxfZTeztyAgKUJVLxAI
6370,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-03,102,214,Rivermaya,33600,1ZTdxfZTeztyAgKUJVLxAI
6371,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-04,108,214,Rivermaya,32343,1ZTdxfZTeztyAgKUJVLxAI
6372,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-05,107,214,Rivermaya,33872,1ZTdxfZTeztyAgKUJVLxAI
6373,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-06,115,214,Rivermaya,32634,1ZTdxfZTeztyAgKUJVLxAI
6374,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-07,118,214,Rivermaya,32540,1ZTdxfZTeztyAgKUJVLxAI
6375,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-08,148,214,Rivermaya,29360,1ZTdxfZTeztyAgKUJVLxAI
6376,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-09,168,214,Rivermaya,26274,1ZTdxfZTeztyAgKUJVLxAI
6377,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-10,151,214,Rivermaya,26694,1ZTdxfZTeztyAgKUJVLxAI
6378,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-11,171,214,Rivermaya,27259,1ZTdxfZTeztyAgKUJVLxAI
6379,7gZ3kWNtIxFgxjsm5OTVMB,0.5027875753783139,0.5511802688684239,0.36363636363636365,0.7714322272455856,0.0,0.012456880030663094,0.425549395855531,1.7391304347826088e-06,0.11325451151213442,0.21349510429970198,0.23657494066674828,1,2019-02-12,184,214,Rivermaya,26311,1ZTdxfZTeztyAgKUJVLxAI
