track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name_x,playlist_name_y,playlist_total_tracks,owner_id,owner_name,total_followers
3OpGUlDmRUXh0NkIYWoIlD,Your Song,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,0kV35wyXIJKk04VRG0DdF4,168493,2003,66,0.636,0.159,11,-13.117,1,0.0549,0.892,0.0,0.112,0.658,119.766,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
3VcVQmMivq2ISfKUmIuvMK,Rainbow,6ZgBJRjJsK1iOJGKGZxEUv,South Border,6bMej3xtNOTiiHLdhR4wzX,347120,2005-01-01,63,0.66,0.224,5,-13.426,1,0.0307,0.425,2.02e-06,0.101,0.382,88.011,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
761frfZtZ8I2g70UsjFfBK,I Need You More Today,3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,4TyVEjoScAou6qVjhXyYfp,233728,2016-12-02,63,0.474,0.522,11,-7.513,1,0.0408,0.36,0.0,0.123,0.448,157.225,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
6mdmVPI2uIR2B2kHRRI8nb,Tell Me Where It Hurts,5elcNQkZ6FCZA3grSOMngY,MYMP,0tH9g6Q7va9BzCY2pAFygZ,253013,2005-05-09,60,0.726,0.542,7,-7.952,1,0.042,0.702,0.0,0.0962,0.396,89.583,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
54b8IPvheXDpro2VR2rWAS,Ivana,2EGJbNf0Hva2C2N6hvhMXD,Soulstice,10stEx5J17TekHdjeh9dOJ,246550,2020-01-06,61,0.87,0.483,8,-7.441,1,0.297,0.281,0.0,0.0526,0.611,100.012,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
1yDiru08Q6omDOGkZMPnei,Maybe The Night,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,6LhZ3QMHGJeTes9cCTxK8e,217197,2017-10-27,69,0.572,0.522,2,-9.095,1,0.0367,0.113,4.91e-05,0.114,0.498,74.05,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
65sEZZaxTjLMD8vNgPoMz5,Imahe,28B54RKpJrEmDoGSTjsfY6,Magnus Haven,04KG42EaTfjaPbYHQ6wI3h,321817,2018-11-30,69,0.604,0.446,9,-8.01,1,0.0341,0.63,0.0,0.0859,0.199,143.946,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
1FHCU1rDAeaPsBW9byjJ0Q,12:51,09DdQEMQaaq0f99vqqub3V,krissy & ericka,5M4GVkxOl3joHIkvNrAlbJ,246280,2011-01-01,61,0.503,0.357,3,-9.36,1,0.0272,0.727,0.0,0.128,0.438,136.135,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
4FdQYoWFym37QDQ2GkEHi1,It Might Be You - Theme from Everyday I Love You,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,0obyXODEHnssLgwFovpusL,252969,2015-10-21,60,0.541,0.435,6,-7.404,1,0.0242,0.314,3.28e-06,0.114,0.242,95.023,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
6XmskR1cMfgys1W7dExmgi,With a Smile (feat. Kelly Badon),6ZgBJRjJsK1iOJGKGZxEUv,South Border,7tfDmiKEApFiZmT5MzIN1o,264413,2005-11-15,61,0.523,0.534,6,-8.94,1,0.0296,0.479,2.92e-05,0.111,0.507,75.988,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
7gZ3kWNtIxFgxjsm5OTVMB,214,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,65GkUxR6lYlCiYP4mqyZl1,273200,2001,64,0.537,0.561,4,-6.961,0,0.0297,0.423,1.64e-06,0.134,0.242,78.13,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
1C3wg8sCIPqpNQx0wAL4DC,The Way You Look at Me,4U78sK2D3zASSB6oSR38GQ,Christian Bautista,0qEwvzXNVsPFK7eftFej7Q,207786,2004-03-25,63,0.485,0.29,1,-8.444,1,0.0321,0.817,0.0,0.111,0.333,134.168,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
3WUEs51GpcvlgU7lehLgLh,Kathang Isip,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,4nQxblVnnFPehg9ujzdJ8L,318814,2017-06-23,69,0.491,0.314,10,-8.58,1,0.0301,0.776,4.76e-06,0.152,0.295,126.921,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
2v5VIWMjZxeiG52KckiXxS,Ikaw Lamang,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,306466,2007,62,0.394,0.623,9,-5.029,1,0.0384,0.573,0.0,0.0937,0.316,115.003,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
0bN5xQD1krvZNn8bsiWfVb,Nothing's Gonna Stop Us Now (Theme from Crazy Beautiful You),5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,3lfOcun9UzVA8x0JLrOicl,259056,2015-02-10,0,0.527,0.64,6,-5.462,1,0.0305,0.211,0.0,0.231,0.517,185.72,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
7cOn5x1L5pbM48Y1yVsYb4,I'll Never Go,7ygtjsCTrCQZAYYPOne9uE,Erik Santos,3FAABisVP7phjYvjinEYhs,263040,2005-12-20,0,0.46,0.331,11,-11.306,1,0.0334,0.7,0.0,0.0803,0.25,139.862,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
0HZ3OUVrGHxttD2EuHqRm3,The Day You Said Goodnight,6Ww3OMFzCaO33ulKh1LBFN,Hale,472GgeFZaCdRLcL3cT0IAn,291357,2005,63,0.558,0.553,4,-6.669,1,0.0323,0.492,0.0,0.116,0.251,134.263,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,1YlibpAvhJBbMZMBwN1KGv,The Juans,2m8pNsbpAvJYe7rbRpkhFF,303937,2018-10-26,67,0.283,0.281,11,-11.414,1,0.035,0.437,0.00114,0.102,0.127,79.919,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
1X4l4i472kW5ofFP8Xo0x0,Sana,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,4njOhY51h2CBqdAX4o41U1,277098,2018-04-25,67,0.66,0.373,7,-7.874,1,0.029,0.701,0.0,0.226,0.348,126.887,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
6wdCelHrPh7UfliNjwRTUv,Leaves,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,5Yl1Bi501CuE72jaVK4e3y,310708,2017-03-31,67,0.447,0.16,6,-10.896,1,0.0372,0.913,0.0,0.0891,0.205,118.313,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
0wUSZjJVblGKntOqBSWMdo,Bawat Daan,543f0NvGig5Moo9XROTUur,Ebe Dancel,4acHD3ykZw3DYLcLW1Mqv3,300240,2015-01-01,58,0.229,0.697,6,-5.298,1,0.0304,0.0342,0.0,0.0749,0.292,152.236,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
1MkiRsYBkXbXvdiYvTTiQT,Someday,2tQbSWgZLIB8MXMnsXVRro,Nina,1yx0lKqG8Z1J3IOxx4gbzs,214773,2006-08-23,63,0.556,0.212,6,-11.197,1,0.0406,0.941,0.0,0.0982,0.514,133.392,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
4isDU5tDNqFLQ5xQ9NgPmz,"Till My Heartaches End - From ""The Significant Other""",1mcqfNCReSFxun2vIWvC28,KZ Tandingan,6Mt2ypZ8Q48fAdqiVkw1kH,256923,2018-03-02,59,0.497,0.375,4,-6.386,1,0.0328,0.845,0.0,0.265,0.214,130.226,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
0JzwzRDkwZr8s1WRfNgUqA,Till I Met You,7DW4ijH3n36QN0RlC0n649,Angeline Quinto,0NfAzxHZ4diQArSqZMTJHc,240065,2015-01-01,57,0.452,0.476,2,-8.042,1,0.0338,0.689,2.27e-06,0.361,0.172,139.833,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
0Vmk6Ebk4QBq7r0VAz2a6s,Bakit Ba Ikaw,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,2fI8PsKYLPMt9Gv4NVrtjk,245586,2016-08-19,61,0.668,0.48,10,-5.469,1,0.0284,0.549,0.0,0.112,0.277,119.903,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
4wOISjicRMhm89CnvX7zuR,Maybe This Time,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,453Ok0696evJwrzN4DAa6c,255608,2014-05-05,0,0.389,0.273,6,-7.697,1,0.0362,0.705,0.0,0.117,0.176,134.124,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,6Ww3OMFzCaO33ulKh1LBFN,Hale,4iaCi771IT9I2xwtnXnjlx,242800,2004,62,0.5,0.339,7,-7.301,1,0.0263,0.71,0.00222,0.108,0.152,136.427,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
3vGkyQlCw8LklNip0ZUELC,Nobela,70ljCILl0aVXitf3K39YvT,Join The Club,7kzETZloUVbyQLuqDnLPVV,291506,2016-04-01,62,0.358,0.548,8,-5.998,1,0.027,0.36,0.0,0.173,0.518,163.434,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
5iNGxZ1waiyMFylg4QAHk6,Same Ground,4OjU5UP0GFWeniBC82sGBY,Kitchie Nadal,7beVKW0o7iRoM0eRT3kGfk,267680,2004-01-01,56,0.616,0.525,2,-10.636,1,0.0269,0.308,3.58e-06,0.161,0.456,155.889,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
6xQs6y6CpDqK9VKCktApEL,Hiling,2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,6E5TwOXhw6KyhX4P0p9vdK,235009,2015-01-15,59,0.58,0.244,4,-9.917,1,0.0361,0.808,0.0,0.092,0.385,82.121,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
5T8bLnWG8sg9ER8RKNZbCB,Before I Let You Go,0jarApAsbmiCkYhz0590mE,Freestyle,1UeL9KHbWPUf203QjU6NvN,289266,1998-09-26,61,0.655,0.348,4,-12.091,1,0.0356,0.176,0.0,0.161,0.0641,120.011,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
5UhpceEr5XmbVwyoIUIRnh,Hanggang Kailan - Umuwi Ka Na Baby,1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,0S0yaR1MiuHfyAZPAtChVc,261866,2005-03-24,61,0.556,0.674,0,-5.563,1,0.0296,0.116,2.19e-06,0.226,0.399,146.433,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,7xconhHQKj7Be4P2KvUmFz,285138,2017-04-29,64,0.518,0.762,7,-3.907,1,0.0305,0.0851,0.0,0.148,0.271,155.985,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
58grXgbCj7t5ulr0TGLIr9,Kahit Ayaw Mo Na,5HIZU0JzM0AgfItVOm4E08,This Band,2sGiNJNhNMJbn56l0BE0R0,243015,2018-11-02,63,0.662,0.529,2,-8.539,1,0.0351,0.341,0.000208,0.105,0.424,127.584,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
267RumTt5KeLBGl2KWxBL0,Dating Tayo,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,01f1BJjxsFyuX580Fk8Gjk,239480,2016-05-19,59,0.551,0.329,7,-10.731,1,0.0431,0.648,3.82e-05,0.0925,0.331,139.699,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
0zFYa7NIpKhmom8zrZx7Ga,Why Can't It Be,0xNog7ZdcTq9sJFiIXJJTH,Kaye Cal,77ZkVwowfs27AEXl6GHiET,248760,2017-03-17,54,0.563,0.314,3,-9.241,1,0.0312,0.612,1.14e-05,0.124,0.272,127.791,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
1YY6iA00Q58TvDEh6rYaWf,Ngiti,6GbCVaJ6iTA0OnZaOiDpl0,Ronnie Liang,386MjtGdyMGEqjldwGVfFd,210920,2014,51,0.57,0.454,1,-9.04,1,0.0269,0.453,0.0,0.127,0.463,77.965,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
5zE8U5txmue7iWu1ZqE0Vu,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",1mcqfNCReSFxun2vIWvC28,KZ Tandingan,0qultHltCqFezaJINJIsxX,280109,2017-07-14,57,0.37,0.434,6,-5.935,1,0.0311,0.774,1.58e-06,0.0993,0.201,139.839,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
6NFKf8vBApSvtzkapYmnVR,Tadhana,3wbCeEPAW6po7J46netxMT,Up Dharma Down,4SjshYHT8OeSHB6zun2Hxx,222446,2012-12-07,64,0.686,0.322,6,-13.2,1,0.0369,0.165,0.0296,0.0809,0.511,155.982,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
4eNvchiaWf4Glh0AT2exds,Akin Ka Na Lang - Himig Handog Pop Lovesongs 2014 Version,62WbvkXqQGvXQvw74GU3kQ,Morissette,2FDaAHJmC2h9G29zQG6mvc,258876,2015-01-01,57,0.508,0.537,7,-6.689,1,0.0275,0.153,8.6e-06,0.15,0.16,129.9,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
2PO6blDCnOFWxudKu0XnmV,'Di Na Muli,5cYJYBMg1n71v7cvthr1SO,The Itchyworms,7djBOaRI4ItJ9Q9j1haJ4n,260599,2018-06-04,57,0.517,0.468,4,-6.582,1,0.0345,0.702,0.0,0.152,0.266,121.284,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
7D4rSZoga8hqJqNOVcPde1,If We Fall in Love,0DnjaQqb436AH1idffI6CQ,Yeng Constantino,20RBKgpWWNoA2xo7CRZfO5,246680,2007-01-19,53,0.568,0.382,5,-9.906,1,0.0285,0.782,1.03e-05,0.0945,0.3,140.085,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
0qt9ivU6UEP3YdNUiZsnYR,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,0TXpE1J3GKy0c03GRKEfof,236283,2017-12-15,0,0.556,0.625,0,-7.178,1,0.037,0.336,0.0,0.11,0.403,104.913,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
1WXs4O7mBxXglHJPwYweHq,Demonyo,0a4r2EnsevvHCukoJ1xFwJ,juan karlos,67vvDiZLNyjNQ1gU6El7GC,218000,2017-01-27,60,0.415,0.508,0,-9.169,1,0.0363,0.0509,0.0162,0.103,0.114,188.744,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
7zzZmpw8L66ZPjH1M6qmOs,Migraine,2kZThDGZcHl4klYYFk0v8n,Moonstar88,4t3FtECyV1gClHmpBhXSfB,267960,2008-07-28,56,0.664,0.537,2,-6.0,1,0.029,0.217,2.88e-06,0.118,0.221,115.049,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
5z3cGRnrOfnRPDb9R0ZbIC,Forevermore,4BNWanhw4AjSXjBm9L1Jzy,Juris,6qN7WcmIk2InzfPYVMFEp0,294716,2011-07-22,0,0.276,0.258,7,-10.434,1,0.041,0.898,0.0,0.155,0.3,74.698,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
3ynDXi01YTsb9WrIDCK9oJ,Let Me Be the One,4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,1g0VTTNNbF8nciniPyQtJg,280400,2013-08-06,46,0.589,0.399,10,-8.671,1,0.0393,0.686,0.0,0.107,0.175,123.856,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
1Xr4t4Ze6gfuzY1Yb4bP3z,So Slow,3JITwr6Xwkz8p6cm9leNUh,Side A & Freestyle,5m3Qj30Vp2BKZVGzBFxCyD,276253,2004-11-06,0,0.452,0.367,0,-7.803,1,0.0512,0.539,0.0,0.0989,0.401,74.092,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
5fJHoiDbRO8f7wkGL0kotY,"Pag-Ibig - From ""Dangwa""",1tXFYQZSAswt4JLB42lpye,Sponge Cola,6ChgAzrMYdAVVm2fY2szVd,154709,2015,51,0.617,0.531,7,-10.1,1,0.0284,0.211,0.0,0.0874,0.647,91.068,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
0YyM8aEdbjGfLWPn6fdcn7,Pasensya Ka Na,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,38jqi8VvSax4miNL2cacD1,241029,2015-04-08,61,0.696,0.262,11,-15.073,1,0.031,0.519,0.0,0.0669,0.265,84.007,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,OPM Favorites,50,spotify,Spotify,2039179
1otkqpKNqIdhWB93fdmaCA,Tied,0kRAKgEOVI43Qkz9PLmPt8,Bugoy Drilon,7Ea2t0BJYWCWRPj5XHCRvC,212642,2021-01-08,48,0.643,0.652,11,-4.042,1,0.075,0.231,0.0,0.366,0.748,78.046,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
1pi3VCMlGVaXvrjlVOkBPN,KLWKN,52gTrzyF0DyfkFl1DQz9Oq,Music Hero,1TmGJJPRkYoxPEAo0xFnQV,256572,2019-01-31,70,0.493,0.394,2,-6.997,1,0.0366,0.575,0.0,0.267,0.375,152.03,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
1sx9t5A9iU7JXcp3Dx8i1g,Oo Na Lang,5IBvcnaqYrSaeyM0q6sHuf,Dudut,3B0Y5CWGNyRTsMpxUD05jX,160941,2020-12-23,49,0.796,0.398,11,-10.687,0,0.255,0.721,0.0,0.0723,0.803,85.003,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
2Mo4pOpCYXOu33856sMQLh,Make It With You,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,3cHbJm4cKnGephP4UYxIEv,209782,2019-12-13,68,0.558,0.458,4,-10.711,1,0.0485,0.7,2.11e-05,0.186,0.342,86.877,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
5PjjypAmfFPp5Axknx5mJ9,Can't Get Out,6iWghHqk07KYuZWB21Ff4i,Jem Macatuno,7KShP8LdkytN2aPDIbIkR8,245217,2019-11-15,56,0.615,0.379,10,-10.588,0,0.0514,0.363,0.0,0.109,0.431,137.658,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
4Aor9l4tiok1Llkbu0vREb,Puhon,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,3UIpxG2NXaGzMuA9rNQjSK,240167,2020-05-14,53,0.524,0.583,7,-4.947,1,0.0717,0.403,0.0,0.0845,0.691,179.758,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
5Wz6xJErlJDA2b1vniHlUR,How,3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,6YLC792e28k9ROMhCdMbQS,264021,2021-01-15,44,0.583,0.396,11,-7.518,1,0.0304,0.37,0.0,0.131,0.109,83.016,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
0087fDVeNhuyMtST91RMjv,Kundiman,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,339053,2007,59,0.335,0.571,11,-4.711,1,0.0243,0.564,0.0,0.137,0.454,93.572,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
6Q7gbt3fBClwFmyYaKubzy,Not For Me,4bOVj4CTZ1WzSIiWRG9b3n,Maris Racal,7sArAacrchjAciDMJ1cEkR,196231,2020-09-22,47,0.472,0.517,0,-7.842,1,0.0334,0.43,0.0,0.135,0.18,139.808,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
37JChM82iueRqLoDoNEZx7,You Are,1SeQjcBdMcn1DCUJcnTtud,Pixie Labrador,1Elc9QAU9OUrpl0nZSNhGc,317675,2020-02-14,1,0.582,0.351,2,-10.888,1,0.0301,0.811,0.0,0.119,0.181,115.936,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,0U3q2NgWn97Fsns6dg7CzD,288189,2020-02-28,65,0.311,0.342,2,-8.889,1,0.032,0.432,1.93e-06,0.114,0.274,177.158,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
77iVPjxBy9Q3GgOxVE1UUA,"Halik Sa Hangin - From ""The Killer Bride""",1mcqfNCReSFxun2vIWvC28,KZ Tandingan,3S4ZOWVwtEGMcxevA5YZO1,288000,2019-08-12,56,0.505,0.552,11,-11.387,0,0.0973,0.623,5.24e-05,0.327,0.407,149.467,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
7ITbaEy5iphbKEMQb2MxYw,Hinahanap-Hanap Kita,24ljCwx5Bi8C5HOJxzDXOv,Bianca,3B5cyHE06N3DrbRQCNFJOR,273710,2020-11-26,43,0.524,0.461,1,-6.361,1,0.0271,0.703,0.0,0.0926,0.365,141.854,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
3NFxEhW0A38HCoadVBhwew,Waterfalls,5R4HkjoZdxW3ZoVGC0e0qD,Julian Sean,32fnQvGnEoe5N713sR3Za8,254333,2020-07-24,54,0.621,0.563,8,-9.18,1,0.0653,0.536,0.0,0.0463,0.821,172.077,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
7qVEddUgsVilkIn1DLS3Qu,Pursue,0HV4Hfh08PyKYR3I4tOJl1,Roy Antonio,29eRkXzTOl31jjyUlrtusd,365846,2020-02-26,42,0.655,0.293,3,-10.669,0,0.0464,0.516,2.25e-06,0.0989,0.205,65.086,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
6AhaUK2d8EdOhEITufHmDc,More Than Words,003PCFEqETGNDYCMy8JIvu,B.O.U.,2FP4Bl7S5QStLDxGlB06fW,236730,2018-05-25,43,0.695,0.225,8,-9.973,1,0.029,0.835,0.0,0.192,0.367,92.359,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
0ISfrSFFayF2EGZrqIeABu,The Closer I Get to You,02gf7RKW6ZuRMb6u3fHyko,Mariah Jean,4yQ5nw4FrNxlpJgUt2r6MC,281379,2020-02-14,47,0.583,0.268,3,-9.835,1,0.0704,0.819,1.62e-06,0.195,0.209,58.074,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
3X9c4tBzSdGhlO4Fx3WYgW,Lifetime,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,277CpjwmcdLZsHwXpj9D8H,171527,2020-06-04,64,0.386,0.657,7,-5.125,1,0.0316,0.292,1.05e-05,0.393,0.401,179.998,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
3bdvy2rXK3P9APlH6wivT9,Cold Summer Nights,66DP8oRJYpSDrZCezK47fN,Kurei,0evJ0DUgsPL1DiUN7jodn2,246493,2020-03-27,42,0.672,0.492,7,-7.949,1,0.0352,0.691,0.000143,0.079,0.475,74.076,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
1Z0sOoWABNbbiadSEea2z9,I,5GoU6Zkbt3w10nTYq6vBQh,Twenty-Nine Eleven,5adFklVMUam3oGM6vULmuo,204816,2020-06-19,53,0.522,0.327,11,-7.422,1,0.0289,0.276,4.87e-05,0.0733,0.229,141.704,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
0BHdT7InVSyUso2D5PUEIp,Simula,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,1yeDDL8JQCHOZkkvthKgA7,322651,2020-10-30,52,0.337,0.241,4,-8.484,1,0.0308,0.796,0.0,0.144,0.169,83.845,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
1GIYbHnooC5s66QG7lmXo7,Sabik,6urxZktbtGcTIIqxQZ1d8q,Jireh Lim,0Ki5YXioifJhmtooSJ8flK,240869,2020-02-14,50,0.542,0.447,9,-8.278,1,0.035,0.323,0.0,0.0765,0.556,109.94,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,OPM Says Chillax,40,spotify,Spotify,1180448
