track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name_x,playlist_name_y,playlist_total_tracks,owner_id,owner_name,total_followers
2ykZgSioKZen80IP5pL1JX,Till I Met You,0ntzbBdKbiyPx06Xscs9UI,Kuh Ledesma,3qAViBHgy71kBHr6xXWeFe,200773,2010-09-13,0,0.303,0.247,9,-11.689,1,0.0302,0.905,0.0,0.157,0.151,136.135,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
5vth0hnp6oS3KUBDxqIH8j,"Mahal Ko O Mahal Ako - From ""Love Thy Woman""",3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,20WGDyVxptPcIiq6IG1t3y,243826,2020-02-12,42,0.322,0.267,5,-12.41,1,0.0488,0.804,0.0,0.0803,0.228,139.876,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
0MqkYdGBzHx7lnaFvo7doR,Para Sa Akin,0t7vWPRBcVv4xBEHPZHSWA,Sitti,0JPSXvzFg02DSytNE16MSw,186240,2006-01-25,52,0.579,0.408,3,-11.299,1,0.0419,0.916,2.55e-05,0.117,0.465,126.106,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
5TCapuEt8iOpN36rIpiywB,Pilit,5MFYosu1XSt0H1AiEQIejD,Jo.e,6Gdpg6k3tkxRAXRfbhCYSy,186036,2020-02-21,19,0.684,0.438,8,-8.671,1,0.159,0.333,0.0,0.0675,0.48,139.881,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
0V8U7JE0UuOfxM04IEjAjM,Unti-Unti,6nrxik1s5QPX6CfiqeOoNd,Anna Aquino,7g8XL6fIVivUnrasZGFTve,234859,2020-01-24,41,0.553,0.196,9,-14.085,1,0.0339,0.842,0.0,0.243,0.143,80.491,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
7gEe8Tb4nDJVFZ2CPh4Tp8,Disyembre,6kJivlrY7ERD5jLeis0FoZ,Tiffany Boado,2xbfdR9WIY6nvk7vfTMVSf,168012,2020-01-23,15,0.311,0.452,11,-6.889,1,0.0305,0.686,0.00395,0.134,0.534,137.625,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
2N6SJ5myE5bwshRLoxbBo7,Paalam Na,5xJfSowQoxaxY4DCVLTfr5,Sabrina,14dZFD3LfNU6ZL8W7YqetX,343185,2020-02-14,39,0.537,0.237,4,-13.286,1,0.0305,0.785,0.0,0.0857,0.321,76.965,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
7DpfL3u92JKKTys5w7jfY7,Starting over Again,5BAyYwbv8OSfqeXMjPgWX6,Toni Gonzaga,2VGSxW3eF2Ass0Qlp7g2PY,246813,2014-01-01,54,0.535,0.441,0,-6.481,1,0.0293,0.474,1.21e-06,0.108,0.256,119.706,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
0jPnRmmn0ZxhksH4v0Areo,I Can't Give Anymore,29Aqsp33ANrcidwOkNJJU6,Lani Misalucha,0xJICDWKqCKdSQ5dNhmEBf,269760,2020-02-07,25,0.456,0.156,3,-13.377,1,0.0368,0.909,7.27e-05,0.102,0.18,124.116,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
3Mo5OfbWjI30H2IVJDQlPl,One Friend,4RUeoFWpDZ3IxGR7LYPoYN,Angelina Cruz,1umpKIL7d64GLTCWU9n43w,198440,2019-12-06,29,0.522,0.367,1,-9.455,1,0.0296,0.772,5.5e-05,0.158,0.294,121.703,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
3vl5YACzl6k5dMSUupwbGR,DKL (Di Ko Alam),23pll5spPg83AUrbSegAtX,Miss Ramonne,4QZt1Vu5PbSFGtKXbEKaGT,343202,2020-01-31,25,0.471,0.068,11,-15.08,1,0.0496,0.981,8.16e-05,0.122,0.233,142.544,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
507wQHSkMb1MFJfN2fjpMQ,Nobela,4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,3oI3XwwEkcSzfYStHbuRoG,279761,2019-12-20,48,0.558,0.385,2,-6.76,0,0.0294,0.766,0.0,0.0878,0.122,76.014,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
4pMsLtso5lBzeKsA18L0sh,Lullabye,2M4mQMnLHQQXsFsRmTTqsR,Jana Garcia,2Ucf6BYbrncFWJzESgxGcy,219402,2020-01-24,0,0.673,0.394,9,-12.578,1,0.0321,0.759,0.693,0.107,0.211,135.996,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
7xtHYZxdaLiH5Ia6y5CVnS,Ang Kwento Ng Pag-Ibig,59vzNh002ixVsTYtMAwn6i,Steph,6yAWkGEiemE4t8Gh55gmSN,272288,2019-12-06,31,0.388,0.179,4,-10.576,1,0.0359,0.906,0.0,0.114,0.133,88.089,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
306DwprhZQe64YjsxbUEcN,Alam Mo Ba,67oPS0kUyhBOA3dZEnYo5W,Meg Mangoba,3Cgmo1GtX1siuPhVwIvZmS,340287,2019-09-13,18,0.485,0.323,8,-13.206,1,0.0303,0.278,0.0,0.075,0.144,140.458,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
0H7WTVBsO5J5iGNSZRgEv4,Rain Fall,0kS3f1OzDwqv5Vum7MFzAG,Sophie Reyes,5CuZSn0YyljAp28DEv5qcy,186000,2020-01-24,15,0.679,0.411,7,-13.117,1,0.042,0.132,4.49e-05,0.112,0.233,160.15,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
1Yq4iGa7tzRtPqaFNz40GS,"Kahit Ganun Pa Man (Theme from ""Magkaagaw"")",6UQTbEpZKmU9aSUUBEjVnS,Maricris Garcia,0UrpnXml3Sl5gkVc746CFc,224139,2019-11-15,29,0.568,0.371,3,-8.714,1,0.0302,0.634,1.55e-05,0.117,0.256,130.095,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
7uSyRXvYOIHaeOBp4FaSBB,YOU - Demo,59vzNh002ixVsTYtMAwn6i,Steph,2O8AyUb5YmLydU0YMTqE4M,280807,2020-01-24,27,0.344,0.173,7,-9.778,1,0.0432,0.75,0.0,0.0977,0.269,76.7,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
7pUK1cHfltM9qe8JpGYkGy,Umibig Muli,09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,68KrT38hOgeLyevQMLtYuB,264838,2020-01-10,36,0.432,0.251,6,-13.422,1,0.0291,0.8,0.000832,0.104,0.339,90.23,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
5W3gwC3sdXHAL8NfS75BzQ,Pangako Ko,3BdpcQRF27n7ZNSL386mNU,Zephanie,1vQaIbnCU2Sbs2iQEvLGI1,246000,2020-01-24,33,0.338,0.266,6,-12.554,1,0.0329,0.312,9e-06,0.0606,0.187,149.964,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
1NAo79LoI2KhBg3dPMXco3,"You Are My Everything - From 'Descendants of the Sun - The Philippine Adaptation""",4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,1T3qCqAQyXu0lSun5EtHhR,251175,2020-01-22,49,0.315,0.458,6,-6.551,1,0.0313,0.712,2.65e-06,0.101,0.237,134.157,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
3ab4zYptuxpAvHPWH5Weiv,OK,23pll5spPg83AUrbSegAtX,Miss Ramonne,0siDPvLtfiENOITRObLk32,274333,2020-01-17,17,0.482,0.41,0,-12.427,1,0.0389,0.213,0.0,0.0789,0.305,120.005,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
1AYmqut6R7dCvKrigLgD1K,Bridges,7ERyqx0m9fxPrR7Y09gqSA,Emmy,6tr5azXTiWRQQhxxOwmKOi,251208,2020-01-10,15,0.4,0.281,7,-6.221,1,0.0317,0.943,0.0,0.113,0.222,140.591,37i9dQZF1DXbuvqGDV5qgQ,Women of OPM,Women of OPM,70,spotify,Spotify,184109
09Loi6ePQi2Pefj7a5Rr44,Someone's Always Saying Goodbye,46p4OWcs3kMmScf5Rh1ynv,Allona,6M2hR4lFXvyObeQInNO2ct,239333,2002-09-11,0,0.698,0.419,7,-7.854,1,0.0257,0.595,0.0,0.161,0.199,82.723,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
0uqx4nyviFLIYyK4R7bZxI,Bakit 'Di Totohanin,00RJAkLnjGx4kVWVJbOJx1,Carol Banawa,4DHkuNCj0IvGesIRqjPA2z,245031,2000-01-01,49,0.513,0.419,4,-10.013,1,0.0268,0.731,0.00484,0.138,0.186,159.485,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
0SvJS5y3vgBrFucW374yP8,On The Wings Of Love,3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,2w4lzNCIzlrswS8TwLP1Xv,250000,2006-08-29,0,0.488,0.527,1,-7.91,1,0.0263,0.0333,0.0,0.156,0.259,139.784,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
5yh4zxTMfqwA3XHCtmDxRo,Wala Na Bang Pag-ibig,2TeEZ5rfw62Mw15I4RFjXK,Jaya,7xLNCwWph5pu2K1xZrEjE0,265000,1997-08-09,0,0.506,0.54,7,-6.179,1,0.0286,0.633,0.0,0.0767,0.362,164.41,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
2o8IwUyswoiopRW90hwxWz,Bakit Nga Ba Mahal Kita,4fkan03zhGYM8ZTfj3hLDk,Roselle Nava,5JWX10QNWfBGtWeouZEmjQ,304000,1994-06-01,52,0.47,0.297,5,-13.149,1,0.0358,0.708,2.68e-06,0.166,0.19,72.923,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
6zs5mO6DeDOe3UKia8KqtH,Tuloy Pa Rin,0vkER0y96fNRbGEs6wLZxR,Neocolours,3pdZypW5gh7ddsQTtvyxv0,273666,2008-09-03,0,0.668,0.546,9,-11.365,1,0.0277,0.452,4.09e-06,0.111,0.54,109.036,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
5gXMdkIRNEuSFCNAjRbBGH,You've Made Me Stronger,3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,0KcDqpLTO8oSoz3jfAqWs7,245840,2010,42,0.65,0.546,4,-7.508,0,0.0275,0.0464,2.34e-05,0.159,0.139,94.947,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
6i4JCkga8BoVhy8npUqRUY,Laging Tapat,19jotRfFullBKocQAhkvjs,Jolina Magdangal,3gkaPU2s8ssCQhaUK6Saw0,212639,1999-01-04,45,0.626,0.361,0,-7.652,1,0.0278,0.75,0.0,0.0886,0.166,123.972,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
39DAWX4CzgKmjEGjz05V4B,Mahal Pa Rin Kita,6TW5QY1SQ78SdvbemwC4FN,Rockstar,0pBUddkJ2pWqcLTGR6pnlT,295600,2010-01-06,49,0.506,0.279,9,-17.629,1,0.0319,0.0308,0.0,0.262,0.14,138.69,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
18uTd2LjdkFVQAkPyKyJvc,Before I Let You Go,3JITwr6Xwkz8p6cm9leNUh,Side A & Freestyle,5m3Qj30Vp2BKZVGzBFxCyD,287440,2004-11-06,0,0.605,0.472,9,-7.863,1,0.0326,0.176,0.0,0.299,0.0964,60.01,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
2tkSWSw7DqxQBOCOhBe5DK,Paalam Na,4oMk1QJuMWUWrNmchRJGWL,Rachel Alejandro,7FM8uKT1MjN1DyqFubfNc5,298720,2015-05-22,42,0.189,0.359,0,-8.834,1,0.0297,0.796,9.56e-06,0.161,0.122,176.97,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
3P7PWShavgwjPiV08zzbXv,Minsan Lang Kitang Iibigin,4QvYFzlTFZFg2904xx8gOu,Ariel Rivera,223PcnqBSV1tre7f8FW9Ue,204426,2000,49,0.402,0.282,7,-9.876,1,0.0286,0.634,2.07e-06,0.171,0.163,75.361,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
35PM6cvBZnIhhheTQg6UU2,Sana Kahit Minsan,4QvYFzlTFZFg2904xx8gOu,Ariel Rivera,223PcnqBSV1tre7f8FW9Ue,251733,2000,50,0.568,0.699,11,-6.839,1,0.0339,0.5,0.0,0.124,0.631,145.846,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
1pCOnMdpm7cOkL8aWwGGk5,Cool Ka Lang,2pur9EMyZL5ZYs9h8Fr0Vb,Prettier Than Pink,4XMa7mpMgJlbsOTdO98nJS,239026,2002-02-12,0,0.703,0.624,0,-9.945,1,0.0371,0.421,1.11e-05,0.0588,0.766,121.153,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
6SHSvo6OGgpneKfsxFGhhk,Ligaya,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,271466,2004-01-23,54,0.549,0.718,4,-8.367,0,0.0949,0.397,0.0,0.163,0.683,125.898,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
2EvbmrHl7QlPom9tgJtqY5,Kisapmata,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,4IDSpVaVdqTNmx5QVlQD0S,280920,2005,49,0.393,0.666,2,-6.705,1,0.0316,0.145,0.0044,0.291,0.514,135.65,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
6Zj3BPdOPcVg6IOLoCZeTG,Ipagpatawad,6ty99gP6NrhgCOkMF2ONpy,Janno Gibbs,3T4VbQI5NUBP6TY9Dro1QQ,241040,2010-09-03,0,0.533,0.476,6,-11.107,0,0.0272,0.587,0.00133,0.0617,0.32,137.871,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
2dTgISKi68FxQ1UpSvf7P5,In Love with You,3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,03aqbWl1G7gpBh21u4sAMt,262582,2010,39,0.462,0.357,6,-9.826,1,0.0263,0.0213,4.66e-06,0.0758,0.109,141.917,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
0oYhLgmSwwLqOPYSdQxLbP,Dahil Tanging Ikaw,2TeEZ5rfw62Mw15I4RFjXK,Jaya,6rAcFix5erR5T9P3Bm6QWI,231800,2013-06-06,0,0.767,0.452,3,-9.235,0,0.0312,0.266,0.0,0.0872,0.538,81.893,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
2jYG2frUEfiNTF0oLwCA3h,Huwag Na Lang Kaya,6RV3CKY0UJIPKXyGs85Thm,True Faith,6nr7FEodR9IDsrtcSNcTvl,210000,1994,51,0.792,0.105,9,-21.012,1,0.043,0.86,0.00156,0.102,0.561,102.087,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
5eAz0P1uvnNnQ1s8yNNdOF,Hindi Magbabago,05QLUMCFhUj7MAtXVPsvPR,Randy Santiago,27Pcycvul0eKSWcGvuY1yr,264666,2008-04-13,0,0.515,0.172,0,-16.976,1,0.0318,0.685,0.000285,0.0983,0.135,130.409,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
1pQqMAfGXGLlK6HHbbVHQK,How Did You Know,7MWngXBR8GtRx6n2C1b7Re,Chiqui Pineda,6o7keSPy6HOI3nxM1lJXCe,325480,2002-01-06,0,0.481,0.148,10,-15.101,1,0.0291,0.927,1.38e-06,0.118,0.249,84.935,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
2aWmeIEjQvAym47Noyc95b,Nandito Ako,1vlz5PDUCNuZJeuJoufQkN,Ogie Alcasid,5abrulEGtScU8nPKqytZ9A,207906,2002-09-11,0,0.368,0.429,7,-10.436,1,0.0309,0.714,0.0,0.687,0.504,128.349,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
5ek13VMULkIk8ysJrTZTrq,Paglisan,0rxVEH8yyRYbuwYSioqIFb,Color It Red,4IDSpVaVdqTNmx5QVlQD0S,317880,2005,44,0.534,0.425,4,-9.026,1,0.0249,0.268,9.04e-05,0.213,0.188,97.962,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
6G4Ozntzax5GGnVE8lZc2J,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,4IDSpVaVdqTNmx5QVlQD0S,449520,2005,38,0.468,0.77,6,-5.047,1,0.0269,0.125,0.0,0.352,0.448,90.226,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
6RYZuucXyu3eD2unlLVTmg,Bakit Pa?,19l4oVulvZzVoBEfaP3i0n,Jessa Zaragoza,4VWqD887wDb4cOgRfsnq8N,267154,2014,45,0.631,0.379,1,-12.025,1,0.0283,0.627,0.0,0.0947,0.392,129.985,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
3si2DUJNfaWuE99qARKyrF,Till My Heartaches End,7wb0rc3lxGYb7psuiNn1CG,Ella Mae Saison,4EMhg1WwvxyRFUTXFCK2QH,246133,2005-08-17,0,0.62,0.5,5,-9.157,1,0.0255,0.162,0.0,0.154,0.368,129.631,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
3gyEt1vswIEbpQqBs18Lha,Harana,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,29tJR2oXdGAFHMQkcgPUmn,182200,1997,58,0.58,0.159,7,-22.087,1,0.0569,0.792,1.26e-06,0.108,0.424,151.419,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
6ocQPdOUCDHaf9efzrFpZj,Ang Tipo Kong Lalake (Original Version),3SwnJSTGyUXnQoHdoVWERP,DJ Alvaro,0vnp0z8DkkT9ncGozReNZ6,168573,2008-10-17,0,0.691,0.513,11,-4.761,1,0.0312,0.874,2.74e-05,0.0853,0.401,132.65,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
3HG8jfThMcKscyLapYElUA,Alaala,6RV3CKY0UJIPKXyGs85Thm,True Faith,0WlZ6nCxq4aS9Ch6u4N122,205453,2007-12-17,38,0.566,0.837,6,-6.23,0,0.0442,0.0155,0.000116,0.172,0.83,120.545,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
1E4LknT7ZtOFFJcfgVCgoF,Babalik Ka Rin,0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,38WCRGG2e0o754KwoUuS9l,259320,1993,39,0.609,0.493,1,-12.442,1,0.0353,0.218,0.0152,0.0967,0.581,166.121,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
0L9BKdKCdliwoqIKdK7pu8,Panaginip - 2005 Digital Remaster;,0WgggXT26SjnWxvq8IHjXC,P.O.T.,0QtH5o0Ox9yFP5YIBqIYUZ,265200,2007-01-31,38,0.525,0.694,6,-6.142,0,0.092,0.364,0.0,0.159,0.648,152.579,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
46tlAblUkmeX319bPFk5Od,You Won't See Me Crying,6uzOSeOh07b07QjYHRdF2c,Passage,7bLmb50f6L1rA9HYGftKO9,279773,2002-01-06,0,0.482,0.294,0,-18.251,1,0.0421,0.523,0.0138,0.294,0.555,77.367,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
6MpYZrQVdbFl3tzvRAZiFa,241 (My Favorite Song),1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,2YzQIJTVN5myQiM2kh6ruH,272640,2010-05-18,0,0.705,0.311,9,-7.708,1,0.0261,0.568,2.45e-06,0.0927,0.165,130.097,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
4EFinQKVMVKnPqIU6RZbWO,Mga Kababayan,1ayiGn4MLc427PozR13p1y,FrancisM,1XqiSs5j7RV7kYVPhZCRmX,322040,2009,38,0.743,0.642,1,-11.922,1,0.0885,0.0149,0.000548,0.358,0.584,95.11,37i9dQZF1DX53n2vsU9kOm,OPM: Hits of the '90s,OPM: Hits of the '90s,36,spotify,Spotify,167288
6RPNUxo91l5dqElLq06eiX,The Way You Look at Me - Acoustic,4U78sK2D3zASSB6oSR38GQ,Christian Bautista,4URpfUHje6TxvhAEOfIqKR,203786,2005-10-01,50,0.56,0.293,1,-8.562,1,0.0341,0.853,0.0,0.112,0.379,134.064,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
3LY8q9VITRqlvEd7MeejZH,Ngayong Dumating Ka Na,0DyUPh5hOViJ4x0iBtZzqN,Ato Arman,6BK2xqTaOVlJvxKs5LbyOe,255320,2020-01-31,31,0.608,0.495,1,-5.745,1,0.0281,0.382,0.0,0.227,0.308,120.065,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
7AtwAc2CYapdWmLYYViveM,Sana Hindi Na Lang Kita Minahal,4lGPCtl4ebLWFoWOLsRCV2,RJ Agustin,69xCuIlXyugiVeEL8UCPPK,238947,2019-03-29,41,0.552,0.192,6,-9.428,1,0.0322,0.942,1.05e-06,0.121,0.4,79.731,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
7eq1i7PujnmzW66YzqUsdE,Asa,2uhjpR62cyl0U8HD38yFQ8,JM De Guzman,1wLhg6ULR8s0xZRCVKFsvU,311539,2020-03-06,30,0.675,0.403,7,-10.112,1,0.0249,0.0479,0.000591,0.124,0.293,93.977,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
2kxDdw2hkwL6AeqjL8kla5,Nanghihinayang,6xoq43qpJaD4kYqbM4OWYX,JinHo Bae,3yTgDTgwbuGmlsrhsyxjT8,260138,2017-08-11,38,0.761,0.304,5,-9.887,1,0.0336,0.738,1.47e-06,0.111,0.228,128.001,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
6ibPeREu9mWZxxI1ab0Gqp,Limutin Ka,2OQT6k9fZDNLzYouDhqpKB,Dingdong Avanzado,6ivkWSFUqsWmwUQZrQbjO6,238908,2020-03-06,25,0.585,0.646,0,-4.711,0,0.0472,0.509,0.0,0.156,0.531,77.975,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
0cMcFcm3YvB8o1yKkYNv0a,"Malay Mo, Tayo",7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,401eCisGwwn6mkEi5A21Iw,274291,2019-11-14,53,0.55,0.205,4,-11.732,1,0.0292,0.922,0.00773,0.0816,0.261,125.766,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
1yVIXxreu4s6mXvUKhhAPk,Mahal Kita,6QS0EHo0EInPROmIqLIBGd,Clayson,54C05F45vDkFjJhyh9XCxz,273922,2020-03-04,32,0.643,0.18,1,-10.899,1,0.0301,0.323,0.0,0.144,0.117,74.989,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
5WJOCn5Mkzb9fNT6jh1ktg,Magbalik,2TwRMSibtKhC7ZGypSl1el,Drei Rana,6OxTDcsFtf3rrnyyYFSXSW,348739,2018-09-17,43,0.375,0.303,4,-10.568,1,0.029,0.225,0.0,0.141,0.477,139.942,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
0dX1cvszZqSWFMVzAy7Ljh,Midnight Chorus,3Selnc0BwhaX4HX9781VgP,Mark Oblea,6MoOcpZ2j3k8hMbDuJoe1B,284586,2020-02-28,23,0.699,0.333,0,-9.705,1,0.0285,0.614,2.4e-06,0.0998,0.231,105.061,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
5Gb3ZAbLByPHoLuX005nZH,Sa Kanya,4p98lByTS8r4eAqsfRAJsc,JKris,0FHiKLDikZtmV76vAvTmfv,272449,2019-06-21,39,0.526,0.389,2,-8.242,1,0.0283,0.803,0.0,0.106,0.186,129.795,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
4V66c5ldzr8bHypn1kAAZx,Hayaan,3vFDvFtR8VKEITzDa2ddKe,Toto Sorioso,27PgbzJF9u8GbZN1L0BB61,293132,2020-02-28,24,0.524,0.407,7,-9.992,1,0.0248,0.139,1.44e-05,0.213,0.331,79.975,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
3ALrzLSiMH9IBMPJxvchWw,Paano Na Kaya,0kRAKgEOVI43Qkz9PLmPt8,Bugoy Drilon,60pUTJYWPFM1ecQI102Pgb,254044,2010-01-01,43,0.493,0.314,8,-9.195,1,0.0298,0.843,0.0,0.34,0.434,125.787,37i9dQZF1DWZKNkQDWII13,Men of OPM,Men of OPM,60,spotify,Spotify,156586
